player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Taiwo Awoniyi,FW,Nott'ham Forest,26,3,2,183,2.0,3,0,3,3,0,0,0,0,1.5,1.5,0.1,1.6,1,4,7,1.48,0.00,1.48,1.48,1.48,0.76,0.03,0.79,0.76,0.79,2023,5,3,60.0,2.46,1.48,0.60,1.00,9.1,0,0.31,+1.5,+1.5,27,39,69.2,338,87,16,20,80.0,11,15,73.3,0,0,,0.0,-0.1,2,2,1,0,39,0,0,0,0,1,0,0,0,0,0,0,2,5,2.47,4,0,1,0,0,0,2,0.99,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,64,2,6,32,28,9,64,5,4,80.0,1,20.0,37,211,63,1,0,12,4,50,61,67.8,82,0,1,20,0,1.00,4,4,0,0.00,+1.03,3.2,3.7,-0.4,-0.21,-0.25,0,0,2,4,0,0,0,6,8,8,50.0,3
Jordan Ayew,FW,Crystal Palace,31,3,3,270,3.0,0,2,2,0,0,0,1,0,0.4,0.4,0.9,1.3,13,5,27,0.00,0.67,0.67,0.00,0.67,0.15,0.29,0.43,0.15,0.43,2023,10,2,20.0,3.33,0.67,0.00,0.00,13.4,0,0.04,-0.4,-0.4,80,104,76.9,990,139,53,60,88.3,20,30,66.7,1,4,25.0,0.5,+1.1,6,3,1,1,103,1,1,0,0,11,0,0,0,0,0,0,4,13,4.33,7,0,0,2,3,1,2,0.67,2,0,0,0,0,0,5,2,2,3,0,1,2,50.0,1,4,0,4,1,6,1,0,152,2,18,60,78,20,152,17,6,35.3,6,35.3,100,654,343,10,4,7,8,113,90,100.0,90,3,0,,0,1.33,2,2,0,0.00,,3.7,3.5,+0.2,+0.06,,0,8,10,2,0,0,0,11,5,7,41.7,3
Leon Bailey,FW,Aston Villa,26,2,2,107,1.2,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.9,7,2,8,0.84,0.84,1.68,0.84,1.68,0.27,0.48,0.75,0.27,0.75,2023,2,1,50.0,1.68,0.84,0.50,1.00,10.8,0,0.16,+0.7,+0.7,30,48,62.5,493,109,18,25,72.0,8,12,66.7,3,5,60.0,0.7,+0.4,1,1,2,0,47,1,0,1,0,4,0,1,0,0,0,0,3,5,4.21,4,0,0,1,0,0,2,1.68,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,59,1,8,27,24,6,59,3,2,66.7,0,0.0,39,399,169,6,1,1,4,47,54,59.4,54,0,0,,0,1.50,4,2,+2,+1.68,+4.15,2.9,1.9,+1.0,+0.84,+1.21,0,1,1,0,0,0,0,3,1,0,100.0,3
George Baldock,"MF,DF",Sheffield Utd,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,27,43,62.8,386,179,18,23,78.3,7,9,77.8,1,7,14.3,0.0,0.0,0,1,1,0,32,10,0,0,0,5,10,0,0,0,0,1,3,2,2.00,0,1,1,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,0,1,0,1,0.0,1,2,0,2,0,2,2,0,52,4,15,15,23,1,52,1,1,100.0,0,0.0,24,98,51,1,1,0,2,24,90,50.0,90,1,0,,0,0.00,0,1,-1,-1.00,0.00,0.5,1.9,-1.4,-1.37,-0.49,0,2,2,0,0,0,0,8,0,2,0.0,3
Shandon Baptiste,MF,Brentford,25,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,3,66.7,65,42,0,0,,1,1,100.0,1,2,50.0,0.0,0.0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,5,2,4,1,0,0,5,0,0,,0,,3,14,10,0,0,0,0,2,19,7.0,,0,1,19,0,1.00,0,0,0,0.00,-1.08,0.4,0.2,+0.2,+0.92,-0.56,0,0,0,0,0,0,0,1,0,0,,3
Ross Barkley,MF,Luton Town,29,1,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,2023,2,0,0.0,2.37,0.00,0.00,,18.6,1,0.04,-0.1,-0.1,25,29,86.2,483,49,7,7,100.0,16,17,94.1,1,2,50.0,0.0,0.0,0,1,0,0,25,4,1,0,1,0,0,0,0,0,0,0,0,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,35,1,1,19,15,2,35,0,0,,0,,21,85,26,0,0,2,0,23,76,42.2,76,0,0,,0,0.00,0,3,-3,-3.55,-0.96,0.2,2.1,-1.9,-2.29,-0.21,0,0,3,0,0,0,0,3,1,0,100.0,3
Harvey Barnes,FW,Newcastle Utd,25,2,0,58,0.6,1,1,2,1,0,0,1,0,0.6,0.6,0.9,1.4,4,2,4,1.55,1.55,3.10,1.55,3.10,0.87,1.34,2.21,0.87,2.21,2023,2,2,100.0,3.10,3.10,0.50,0.50,19.2,0,0.28,+0.4,+0.4,21,26,80.8,250,66,15,16,93.8,5,8,62.5,0,0,,0.6,+0.1,2,0,2,0,25,1,0,0,0,1,1,0,0,0,0,0,1,3,4.66,3,0,0,0,0,0,1,1.55,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,0,3,11,17,3,30,1,0,0.0,1,100.0,26,158,112,0,3,1,1,28,29,32.2,,0,2,29,0,1.50,2,0,+2,+3.10,+2.37,1.6,0.9,+0.8,+1.19,+1.11,0,1,3,0,0,0,0,3,0,0,,3
Chris Basham,MF,Sheffield Utd,35,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,30,41,73.2,373,71,18,23,78.3,9,9,100.0,0,2,0.0,0.0,0.0,0,3,0,0,40,1,0,0,0,1,1,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,2,1,0,2,3,66.7,1,5,3,2,2,5,2,0,57,6,20,23,14,3,57,2,1,50.0,1,50.0,24,85,39,2,0,1,2,25,56,62.2,79,0,1,33,0,0.00,0,2,-2,-1.61,-1.61,0.8,2.3,-1.5,-1.18,-0.15,0,0,1,0,0,0,0,7,4,4,50.0,3
Calvin Bassey,DF,Fulham,23,2,1,106,1.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,55,70.9,699,252,14,15,93.3,22,27,81.5,3,11,27.3,0.0,0.0,0,2,0,0,52,3,1,0,0,0,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,1,0,1,2,3,6,0,66,10,39,28,0,0,66,1,0,0.0,1,100.0,38,153,61,0,0,0,1,41,53,39.3,82,0,1,24,1,0.50,1,3,-2,-1.70,-1.70,0.4,4.4,-4.0,-3.41,-1.77,1,1,0,0,0,0,0,7,0,0,,3
Amari'i Bell,DF,Luton Town,29,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,54,68,79.4,1070,453,26,30,86.7,22,23,95.7,6,13,46.2,0.0,0.0,0,7,0,0,65,3,3,0,1,0,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,6,5,5,0,2,3,66.7,1,4,2,2,2,12,9,0,99,17,47,50,3,0,99,2,0,0.0,2,100.0,59,314,160,0,0,1,0,55,90,100.0,90,2,0,,0,0.00,1,7,-6,-3.00,,1.9,6.2,-4.3,-2.16,,0,0,0,0,0,0,0,9,0,2,0.0,3
Anis Ben Slimane,"MF,DF",Sheffield Utd,22,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,2,0.0,0,0,0,2,0.0,0,0,,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,6,0,0,2,5,2,6,1,0,0.0,1,100.0,4,17,3,2,0,0,0,3,11,6.1,,0,1,11,0,0.00,0,0,0,0.00,+1.07,0.0,0.2,-0.2,-1.50,-0.39,0,1,1,0,0,0,0,1,0,2,0.0,3
Said Benrahma,"FW,MF",West Ham,28,3,2,210,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,10,11,23,0.00,0.43,0.43,0.00,0.43,0.06,0.34,0.41,0.06,0.41,2023,5,1,20.0,2.14,0.43,0.00,0.00,23.3,0,0.03,-0.1,-0.1,58,75,77.3,714,216,36,44,81.8,15,22,68.2,2,3,66.7,0.5,+0.2,6,5,6,1,75,0,0,1,0,6,0,0,0,0,0,0,2,11,4.71,10,0,1,0,0,0,1,0.43,1,0,0,0,0,0,3,1,1,2,0,2,8,25.0,6,3,0,3,0,3,1,0,106,2,23,36,48,10,106,15,6,40.0,7,46.7,66,459,251,4,5,6,2,72,70,77.8,79,1,1,52,0,2.33,5,3,+2,+0.86,-2.14,3.8,4.6,-0.8,-0.35,-2.55,0,2,1,1,0,0,0,13,0,2,0.0,3
Sander Berge,MF,Burnley,25,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,23,28,82.1,413,57,12,13,92.3,8,10,80.0,3,4,75.0,0.0,0.0,0,1,0,0,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,33,4,12,18,3,1,33,0,0,,0,,12,35,17,0,0,1,0,24,89,98.9,89,0,0,,0,0.00,0,3,-3,-3.03,-3.03,0.3,1.9,-1.6,-1.60,+1.62,0,2,0,0,0,0,0,3,2,0,100.0,3
Luke Berry,MF,Luton Town,31,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,3,1.7,,0,1,3,1,0.00,0,1,-1,-30.00,-27.46,0.2,1.2,-0.9,-28.13,-26.41,0,0,0,0,0,0,0,0,0,0,,3
Jordan Beyer,DF,Burnley,23,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,28,35,80.0,545,186,10,11,90.9,17,18,94.4,1,6,16.7,0.0,0.0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,3,1,0,1,1,100.0,0,2,0,2,4,8,4,0,49,13,35,14,0,0,49,1,0,0.0,1,100.0,21,103,39,0,0,0,0,31,73,81.1,73,0,0,,0,0.00,0,2,-2,-2.47,+2.83,0.3,1.0,-0.7,-0.92,+3.69,0,1,0,0,0,0,0,2,1,0,100.0,3
Philip Billing,MF,Bournemouth,27,3,3,265,2.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,3,14,10,0.00,0.00,0.00,0.00,0.00,0.26,0.07,0.33,0.26,0.33,2023,7,1,14.3,2.38,0.34,0.00,0.00,16.3,2,0.11,-0.8,-0.8,80,104,76.9,1259,475,46,55,83.6,22,26,84.6,9,13,69.2,0.2,-0.2,4,7,6,1,103,1,1,0,2,4,0,0,0,0,0,0,4,7,2.38,7,0,0,0,0,0,1,0.34,1,0,0,0,0,0,6,2,0,5,1,2,8,25.0,6,11,2,9,4,10,6,0,145,14,31,68,49,15,145,6,2,33.3,3,50.0,60,285,150,3,2,5,3,71,88,98.1,88,2,0,,0,0.33,2,6,-4,-1.36,-1.36,3.2,5.9,-2.8,-0.94,+1.39,0,3,2,0,0,0,0,19,7,3,70.0,3
Yves Bissouma,MF,Tottenham,26,3,3,253,2.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,9,19,2,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,2023,6,1,16.7,2.13,0.36,0.00,0.00,31.3,0,0.03,-0.2,-0.2,185,205,90.2,2673,990,105,109,96.3,62,71,87.3,6,8,75.0,0.2,-0.2,2,20,1,0,196,9,9,1,1,0,0,0,0,0,0,0,2,7,2.49,6,0,1,0,0,0,1,0.36,1,0,0,0,0,0,12,8,6,4,2,6,9,66.7,3,5,2,3,8,20,8,0,255,15,64,139,59,5,255,13,9,69.2,3,23.1,187,1046,545,9,2,6,2,183,84,93.7,84,2,0,,0,2.33,6,2,+4,+1.42,+1.42,4.8,4.8,0.0,-0.01,-0.84,0,5,5,0,0,0,0,19,2,2,50.0,3
Willy Boly,DF,Nott'ham Forest,32,3,3,248,2.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,0,3,1,0.36,0.00,0.36,0.36,0.36,0.30,0.10,0.40,0.30,0.40,2023,5,4,80.0,1.81,1.45,0.20,0.25,7.7,0,0.16,+0.2,+0.2,82,107,76.6,1395,726,40,45,88.9,35,48,72.9,4,10,40.0,0.1,-0.3,1,4,2,0,87,20,2,0,0,1,18,0,0,0,0,0,1,1,0.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,8,0,0,3,6,50.0,3,3,2,1,4,12,14,0,144,27,80,48,16,7,144,3,1,33.3,1,33.3,56,220,116,0,0,1,0,70,83,91.9,83,2,0,,0,1.00,4,6,-2,-0.73,-4.82,3.5,3.9,-0.4,-0.15,-0.32,0,5,0,0,0,0,0,12,8,7,53.3,3
Sven Botman,DF,Newcastle Utd,23,2,2,180,2.0,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,0,3,1,0.00,0.50,0.50,0.00,0.50,0.04,0.22,0.26,0.04,0.26,2023,1,0,0.0,0.50,0.00,0.00,,9.8,0,0.07,-0.1,-0.1,116,128,90.6,2145,836,43,47,91.5,61,64,95.3,11,14,78.6,0.3,+0.6,1,2,0,0,121,7,5,0,0,0,1,0,0,0,0,0,1,2,1.00,2,0,0,0,0,0,1,0.50,1,0,0,0,0,0,3,3,2,1,0,1,2,50.0,1,1,1,0,1,4,6,0,140,31,92,46,3,3,140,0,0,,0,,98,352,110,1,0,0,0,99,90,100.0,90,2,0,,0,1.50,5,2,+3,+1.50,,3.6,2.8,+0.9,+0.44,,0,2,1,1,0,0,0,13,4,1,80.0,3
Jarrod Bowen,"FW,MF",West Ham,26,3,3,270,3.0,2,1,3,2,0,0,1,0,1.8,1.8,0.5,2.4,9,6,8,0.67,0.33,1.00,0.67,1.00,0.60,0.18,0.78,0.60,0.78,2023,11,5,45.5,3.67,1.67,0.18,0.40,16.2,0,0.16,+0.2,+0.2,38,55,69.1,538,216,21,28,75.0,10,15,66.7,3,5,60.0,0.4,+0.5,4,3,0,0,50,5,0,0,1,6,0,4,4,0,0,0,1,10,3.33,4,3,1,1,0,1,2,0.67,1,0,0,0,0,1,5,5,4,0,1,2,5,40.0,3,2,0,2,2,7,2,0,95,1,24,33,41,17,95,11,5,45.5,4,36.4,48,306,202,2,6,11,5,55,90,100.0,90,3,0,,0,2.33,7,3,+4,+1.33,,5.9,5.3,+0.6,+0.21,,0,3,3,2,0,0,0,16,8,9,47.1,3
Jarrad Branthwaite,DF,Everton,21,1,1,90,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,2023,3,1,33.3,3.00,1.00,0.00,0.00,9.1,0,0.07,-0.2,-0.2,48,58,82.8,819,404,25,26,96.2,18,20,90.0,5,12,41.7,0.2,0.0,0,4,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,2,0,69,9,36,27,6,4,69,0,0,,0,,38,109,35,0,0,1,0,42,90,33.3,90,1,0,,2,0.00,0,1,-1,-1.00,+1.50,1.3,1.1,+0.2,+0.25,+0.78,0,1,0,0,0,0,0,10,3,0,100.0,3
Andre Brooks,"MF,FW",Sheffield Utd,20,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,12,14,85.7,173,77,9,10,90.0,2,3,66.7,1,1,100.0,0.0,0.0,0,1,0,0,12,2,0,0,0,1,2,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,21,0,3,14,5,1,21,0,0,,0,,8,40,20,0,0,2,0,11,11,11.7,,0,2,11,0,0.00,0,1,-1,-4.29,-3.72,0.3,0.1,+0.2,+0.74,+2.12,0,0,0,0,0,0,0,1,1,1,50.0,3
David Brooks,"FW,MF",Bournemouth,26,3,1,107,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,9,10,0.00,0.00,0.00,0.00,0.00,0.14,0.26,0.40,0.14,0.40,2023,4,2,50.0,3.36,1.68,0.00,0.00,24.5,0,0.04,-0.2,-0.2,42,60,70.0,656,289,22,24,91.7,17,22,77.3,3,12,25.0,0.2,-0.3,3,5,3,0,51,9,1,1,0,8,2,6,5,0,0,0,2,6,5.05,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,72,0,11,26,36,2,72,2,0,0.0,2,100.0,39,275,127,5,0,4,1,49,36,39.6,74,0,2,17,0,0.33,0,1,-1,-0.84,+0.82,1.3,1.2,+0.1,+0.05,+1.69,0,2,1,0,0,0,0,4,1,3,25.0,3
Jacob Brown,FW,Luton Town,25,2,0,48,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,0,7,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35,2023,3,1,33.3,5.63,1.87,0.00,0.00,17.6,0,0.06,-0.2,-0.2,5,11,45.5,62,12,4,5,80.0,1,2,50.0,0,1,0.0,0.0,0.0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,1,1,1.87,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,1,0,1,0,1,1,0,19,2,4,4,12,6,19,1,0,0.0,0,0.0,10,49,34,1,0,0,1,11,24,26.7,,0,2,24,0,0.00,1,4,-3,-5.63,-3.58,1.3,3.1,-1.8,-3.32,-1.57,0,2,1,1,0,0,0,4,2,2,50.0,3
Josh Brownhill,MF,Burnley,27,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,43,0,0,0,,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,2,1,1.1,,0,1,1,0,0.00,0,0,0,0.00,+3.03,0.0,0.0,0.0,-3.22,-1.62,0,0,0,0,0,0,0,0,0,0,,3
Jacob Bruun Larsen,MF,Burnley,24,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,2023,1,0,0.0,3.00,0.00,0.00,,6.9,0,0.02,0.0,0.0,4,6,66.7,55,21,2,3,66.7,2,2,100.0,0,0,,0.0,0.0,0,0,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,9,0,0,2,7,2,9,0,0,,0,,4,53,37,1,1,1,0,6,30,33.3,,0,1,30,0,0.00,0,1,-1,-3.00,0.00,0.1,1.0,-0.9,-2.76,-1.72,0,2,0,0,0,0,0,0,2,0,100.0,3
Hugo Bueno,DF,Wolves,20,3,1,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,2,11,0.00,0.00,0.00,0.00,0.00,0.16,0.10,0.26,0.16,0.26,2023,3,0,0.0,2.62,0.00,0.00,,18.0,0,0.06,-0.2,-0.2,62,76,81.6,873,271,41,46,89.1,18,23,78.3,3,4,75.0,0.2,-0.1,2,4,2,2,65,10,0,0,0,8,10,0,0,0,0,1,2,7,6.18,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,1,1,100.0,0,2,1,1,0,2,1,0,90,2,26,33,31,4,90,3,1,33.3,2,66.7,57,380,204,2,0,2,1,56,34,38.1,84,0,2,10,0,1.00,0,0,0,0.00,+1.62,1.5,1.8,-0.3,-0.25,-0.20,0,0,1,0,0,0,0,11,1,3,25.0,3
Reece Burke,DF,Luton Town,26,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,20,25,80.0,369,163,8,11,72.7,8,8,100.0,3,4,75.0,0.0,0.0,1,1,1,0,23,2,2,0,0,0,0,0,0,0,0,0,1,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,1,0,0,1,3,0,32,4,15,15,4,1,32,0,0,,0,,18,89,40,0,0,0,1,19,76,42.2,76,0,0,,0,0.00,0,3,-3,-3.55,-0.96,0.2,2.1,-1.9,-2.29,-0.21,0,0,0,0,0,0,0,3,0,1,0.0,3
Dan Burn,DF,Newcastle Utd,31,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,2,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,2023,1,0,0.0,0.50,0.00,0.00,,5.0,0,0.16,-0.2,-0.2,101,126,80.2,1558,671,55,60,91.7,44,55,80.0,2,6,33.3,0.0,0.0,0,6,0,0,109,15,5,0,1,0,10,0,0,0,0,2,1,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,2,3,3,0,0,5,0.0,5,4,2,2,2,8,2,0,143,8,62,64,18,2,143,0,0,,0,,87,341,181,1,0,0,0,88,90,100.0,90,2,0,,0,1.50,5,2,+3,+1.50,,3.6,2.8,+0.9,+0.44,,0,0,1,1,0,0,0,9,2,2,50.0,3
Mason Burstow,FW,Chelsea,20,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,4,75.0,29,1,3,3,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,1,5,1,6,0,0,,0,,2,1,0,0,0,1,0,3,5,3.3,,0,2,5,1,1.50,0,1,-1,-10.00,-10.69,0.1,0.9,-0.8,-7.71,-8.86,0,0,0,0,0,0,0,0,0,0,,3
